Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","3","Goodnite Irina (IRE)","5","Leonard, Killian","3","Martin, Patrick","2","62","133","10.00","1709809","160",,"Roderic OConnor (IRE)","Irina (IRE)","Mare","D",
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","4","Highly Approved (IRE)","4","Keane, C T","0","McGuinness, Adrian","12","61","132","8.00","9000534","2",,"Approve (IRE)","High Society Girl (IRE)","Filly","D",
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","5","Masalai (IRE)","5","Orr, Oisin","0","Lynam, Edward","8","61","132","9.00","7416605","22","Vsor","Art Connoisseur (IRE)","Summer Spice (IRE)","Gelding",,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","6","Silk Cravat","6","Coen, Ben M","5","Geoghegan, John","11","60","131","8.00","5251040","6",,"Kyllachy","Polly Floyer","Gelding","D",
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","7","Popsicle (IRE)","4","Hoban, Connor","0","Larkin, J","1","53","124","28.00","6219500","22",,"Acclamation","Katchy Lady","Filly","D",
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","8","Victorious Secret (IRE)","6","Crosse, Nathan","7","Mullholland, Anthony","4","53","124","9.00","5321186","118",,"Holy Roman Emperor (IRE)","Highindi","Mare","C",
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","9","Alwarda (IRE)","5","Roche, L F","0","Doyle, Timothy","13","49","120","8.00","8146420","4",,"Tamayuz","Midnight Glimmer (IRE)","Mare",,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","10","Tio Esteban (FR)","4","Slattery, A J","5","Maher, Peter","6","47","118","6.00","'000205","10",,"Captain Marvelous (IRE)","Angel Voices (IRE)","Gelding",,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","11","Come At Dawn (IRE)","4","Cleary, R P","0","Bolger, J S","10","45","116","25.00","'090090","46",,"Dawn Approach (IRE)","Luminaria (IRE)","Filly",,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","12","Eagle Reel (IRE)","4","Gallagher, Mark","0","Comer, Luke","9","45","116","20.00","705907","75",,"Zoffany (IRE)","Ufallya (IRE)","Colt",,
"2019-06-20","18:50:00","Leopardstown","Blizzards Handicap (45-70)","7f ","7",,"Good","5996","13","Left Handed","13","Tomwontlisten (IRE)","5","Hayes, C D","0","Cannon, Miss Clare Louise","5","45","116","40.00","'0140000","4","Blnk","Vale Of York (IRE)","Dunne Grand (USA)","Mare","D",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","1","Roundabout Magic (IRE)","5","Mackay, Nicky","0","Dow, S","9","65","133","8.00","3820728","16",,"Zebedee","Cayo Largo (IRE)","Horse","CD",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","2","Time To Reason (IRE)","6","Mitchell, Jack","0","Wallis, Charlie","1","65","133","3.33","3263130","49","CkPc","Kyllachy","Danehurst","Gelding","D",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","3","Archimedes (IRE)","6","Dennis, Mr P","0","Griffiths, D C","6","64","132","10.00","'U292280","23","CkPc TT","Invincible Spirit (IRE)","Waveband","Gelding","D",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","4","Exceedingly Diva","4","Cosgrave, Pat","0","Baker, George","8","61","129","3.50","4480663","2",,"Exceed And Excel (AUS)","Anqooda (USA)","Filly",,
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","5","Come On Dave (IRE)","10","Muscutt, D","0","Butler, John","7","60","128","8.50","8052708","17","Blnk","Red Clubs (IRE)","Desert Sprite (IRE)","Gelding","CD",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","6","Lage Dor","4","Morris, Luke","0","Cowell, R M H","2","56","124","7.00","833","369",,"Iffraaj","Goleta (IRE)","Filly",,
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","7","Brogans Bay (IRE)","4","Egan, John","0","Dow, S","4","52","120","6.50","'0950302","17",,"Born To Sea (IRE)","Sister Sylvia","Filly",,
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","8","Pharoh Jake","11","Fallon, Cieren","7","Bridger, J J","3","51","119","11.00","2273656","58",,"Piccolo","Rose Amber","Gelding","CD",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","9","Hurricane Alert","7","Beech, Mr A J","7","Hoad, M R","10","51","119","16.00","5318224","17",,"Showcasing","Raggle Taggle (IRE)","Gelding","CD",
"2019-06-20","19:00:00","Lingfield","Happy 50th Birthday Dr Claire Jackson Handicap","5f ","5","Class 6","Standard","3105","10","Left Handed","10","Ask The Guru","9","Fox, Kieren","0","Attwater, M J","5","51","119","33.00","4786675","30","CkPc","Ishiguru (USA)","Tharwa (IRE)","Gelding","CD",
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","1","Cillians Well (IRE)","9","Brace, Connor","5","Flint, J L","0","107","168","8.00","7163613","32","CkPc TT","Trans Island","Live A Lot (IRE)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","2","Between The Waters (IRE)","8","Fuller, Miss P","3","Snowden, Jamie","0","105","166","4.00","3122413","31","CkPc TT","Indian River (FR)","Catch Ball","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","3","Equus Flight (IRE)","6","Bowen, Mr J C","0","Bowen, P","0","105","166","12.00","'P222354","15","Blnk","Vinnie Roe (IRE)","Maiden Flight (IRE)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","4","Zolfo (IRE)","7","Hughes, Brian","0","Candlish, Jennie","0","103","164","4.00","2354431","22","CkPc","Cloudings (IRE)","Hardy Lamb (IRE)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","5","Mahlers Star (IRE)","9","OBrien, T J","0","Bradley, J M","0","103","164","28.00","'F92253U","24",,"Mahler","Celestial Rose (IRE)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","6","Mont Royale","11","Frost, Miss B","0","ONeill, Jonjo","0","102","163","12.00","5PU46P3","16","Vsor","Hurricane Run (IRE)","Wild Academy (IRE)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","7","Market Road (IRE)","9","Wedge, Mr A","0","Williams, Evan","0","99","160","8.00","1PF6476","14","CkPc TT","Tikkanen (USA)","Clydeside (IRE)","Gelding","C",
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","8","Auld Sod (IRE)","6","Houlihan, Mr S M","3","Bradley, J M","0","90","151","9.00","606754F","10",,"Court Cave (IRE)","Didnt You Know (FR)","Gelding",,
"2019-06-20","19:10:00","Ffos Las","Velindre Cancer Charity Handicap Chase","2m3.5f ","19.5","Class 4","Good To Soft","4614","9","Left Handed","9","Fateh (IRE)","6","Bowen, Mr S P","0","Bowen, P","0","89","150","2.50","'094032","24"," TT","Big Bad Bob (IRE)","Passarelle (USA)","Gelding",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","1","Arthurs Kingdom (IRE)","2","Hussey, M C","0","OBrien, A P","6","0","131","5.00","none",,,"Camelot","Madeira Mist (IRE)","Colt",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","2","Hint Of Stars (IRE)","2",,"0","Harrington, Mrs John","5","0","131","0.00","none",,,"Sea The Stars (IRE)","Rosenreihe (IRE)","Colt",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","3","The King Of Kells (IRE)","2","Carroll, G F","0","Mulvany, Michael","2","0","131","33.00","85","76",,"Tough As Nails (IRE)","One Of Three (IRE)","Gelding",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","4","Toronto (IRE)","2","McNamara, E J","0","OBrien, A P","4","0","131","0.50","5","34",,"Galileo (IRE)","Mrs Marsh","Colt",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","5","Global Crossing (IRE)","2","Manning, K J","0","Bolger, J S","3","0","126","6.50","none",,,"Fastnet Rock (AUS)","Global Reach (IRE)","Filly",,
"2019-06-20","19:20:00","Leopardstown","Irish Stallion Farms EBF Maiden (Plus 10)","1m ","8",,"Good","9540","5","Left Handed","6","Lougher (IRE)","2","Keane, C T","0","OBrien, Richard John","1","0","126","7.00","none",,,"Teofilo (IRE)","Lightstream (IRE)","Filly",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","1","Ruby Gates (IRE)","6","Keenan, Darragh","5","Butler, John","1","70","133","7.50","2826603","15",,"Avonbridge","Wild Academy (IRE)","Mare",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","2","Nawar","4","Wood, George","0","Bosley, M R","4","70","133","11.00","3423630","28"," TT","Henrythenavigator (USA)","Nouriya","Gelding",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","3","Full Intention","5","Mitchell, Jack","0","Pearce, Mrs Lydia","6","70","133","7.50","'0947105","15","CkPc","Showcasing","My Delirium","Gelding",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","4","The Warrior (IRE)","7","Winston, Robert","0","Carter, Lee","8","68","131","10.00","3565467","28",,"Exceed And Excel (AUS)","Aymara","Gelding","CD",
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","5","Tamerlane (IRE)","4","Kirby, Adam","0","Cox, C G","3","68","131","2.25","4112374","20","Vsor TT","Dark Angel (IRE)","Coy (IRE)","Gelding",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","6","Momentarily","4","McCullagh, Scott","5","Channon, M R","9","67","130","14.00","33277","12","Hood","Cityscape","Firebelly","Filly",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","7","Angel Islington (IRE)","4","Probert, David","0","Balding, A M","5","66","129","22.00","42393U0","29",,"Dark Angel (IRE)","Doregan (IRE)","Filly",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","8","Pendo","8","Fox, Kieren","0","Best, J R","7","65","128","10.00","8973253","40",,"Denounce","Abundant","Gelding","CD",
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","9","Connaught Ranger (IRE)","4","Bishop, Mr C","0","Coakley, D J","12","65","128","16.00","5130889","37",,"Finsceal Fior","Mona Brown (IRE)","Gelding","CD",
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","10","Flora Tristan","4","Malune, Gabriele","3","Furtado, Ivan","2","65","128","33.00","4422248","50","Hood","Zoffany (IRE)","Red Roxanne","Filly",,
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","11","Subliminal","4","Morris, Luke","0","Dow, S","11","64","127","5.50","5512304","17","Blnk","Arcano (IRE)","Rare Virtue (USA)","Colt","C",
"2019-06-20","19:30:00","Lingfield","Remembering Brendas 60 Years Of Lingfield Racing Handicap","1m ","8","Class 5","Standard","3752","12","Left Handed","12","Militry Decoration (IRE)","4","Bryan, Joshua","3","Scargill, Dr J D","10","64","127","8.50","7078634","28",,"Epaulette (AUS)","Funcheon Vale (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","1","Clever As A Fox (IRE)","6","Twiston-Davies, Mr S","0","Newland, Dr R D P","0","0","160","1.75","68341","19",,"Gold Well","Inouette (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","2","Young Wolf (IRE)","6","ONeill, John","3","ONeill, Jonjo","0","130","160","1.38","243312","26",,"Vinnie Roe (IRE)","Missy OBrien (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","3","Diamond Reggie (IRE)","6","Bowen, Mr S P","0","Bowen, P","0","0","154","50.00","3787","585",,"Stowaway","Monilea Lady (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","4","Lechlade Magician (IRE)","6","Scholfield, Nick","0","Faulkner, Ms D C","0","0","154","33.00","1037","221",,"Getaway (GER)","Run Supreme (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","5","Moonlight Camp (GER)","5","Scudamore, Tom","0","Mulholland, N P","0","0","154","50.00","30P","105"," TT","Kamsin (GER)","Moonlight Symphony (GER)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","6","Sunset Showdown (IRE)","6","Coleman, A","0","Curtis, Miss Rebecca","0","124","154","4.00","5240PU2","27","Blnk","Flemensfirth (USA)","Sunset Queen (IRE)","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","7","Coal Stock (IRE)","4","Bowen, Mr J C","0","Thomas, Sam","0","115","150","8.50","399862P","31",,"Red Jazz (USA)","Scar Tissue","Gelding",,
"2019-06-20","19:40:00","Ffos Las","Velindre Cancer Charity Novices Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","8","Left Handed","8","Control Me (IRE)","5","Patrick, Mr Richard","3","Rees, D A","0","0","147","50.00","4","422"," TT","Yeats (IRE)","Cullian","Mare",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","1","Singer","3","Shinnick, J P","7","Lyons, G M","3","72","138","16.00","305","21"," TT","Oasis Dream","Caponata (USA)","Filly",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","2","Gatsby Cap (IRE)","3","Slattery, A J","2","Stack, J A","7","71","137","7.00","6132210","7","CkPc","Gale Force Ten","Blue Dahlia (IRE)","Colt","D",
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","3","Fancy Footings (IRE)","3","Crosse, S M","0","OBrien, Joseph Patrick","1","67","133","1.50","3862","43",,"Dandy Man (IRE)","Mystical Past (IRE)","Gelding",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","4","Raffaello (IRE)","3","Crosse, Nathan","2","McCreery, W","2","70","130","2.75","'099001","4",,"War Command (USA)","New Plays (IRE)","Gelding",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","5","A Step Too Far (IRE)","3","Coen, Ben M","0","Fahey, Peter","5","62","128","6.50","4374","14","Hood","Footstepsinthesand","Celerina (IRE)","Filly",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","6","Eyeoweyou (IRE)","3","Byrne, Willie","4","Davison, Jack W","8","59","125","16.00","9545707","10","CkPc TT","Zoffany (IRE)","More Respect (IRE)","Gelding",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","7","Force Of Cashen (IRE)","3","Farragher, Mr A J","4","Croke, Peter","6","51","117","12.00","'000560","21",,"Gale Force Ten","Elegant Girl (IRE)","Gelding",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","8","Ifyouhaveaminute (IRE)","3","Curran, D N","7","Barcoe, James M","4","50","116","28.00","'0950496","90",,"Casamento (IRE)","Betrothed (IRE)","Filly",,
"2019-06-20","19:50:00","Leopardstown","Leopardstown Golf Centre Apprentice Handicap (45-75)","1m ","8",,"Good","5996","9","Left Handed","9","Puddymore (IRE)","3","Persse, A C","4","Dobbs, Mrs Prunella","9","50","116","40.00","606960","6","CkPc","Most Improved (IRE)","Tylery Eile (IRE)","Gelding",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","1","Daniel Dravot","3","Shepherd, Callum","0","Attwater, M J","11","55","132","18.00","956036","17","Hood","Nathaniel (IRE)","Zubova","Gelding",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","2","Mitigator","3","Doyle, Brett","0","Pearce, Mrs Lydia","9","55","132","8.00","4880804","7","Blnk","Delegator","Snake Skin","Colt",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","3","Hanbury Dreams","3","Morris, Luke","0","Clover, Tom","10","55","132","22.00","963996","21","CkPc","Heeraat (IRE)","Lady O Malley (IRE)","Filly",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","4","Ocean Rouge","3","Probert, David","0","Carroll, A W","3","55","132","10.00","79500","295",,"Kuroshio (AUS)","Madame Rouge","Gelding",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","5","Dark Poet","3","Kirby, Adam","0","Cox, C G","8","55","132","6.50","'009538","9",,"Lethal Force (IRE)","Poetic Dancer","Gelding",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","6","Smith (IRE)","3","Bishop, Mr C","0","Houghton, Eve Johnson","6","55","132","8.00","48065","17","CkPc","Dawn Approach (IRE)","Alazeya (IRE)","Gelding",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","7","Yes Can Do (USA)","3","Havlin, Robert","0","Dunlop, E A L","1","53","130","28.00","60999","36",,"No Nay Never (USA)","Shebas Humor (USA)","Filly",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","8","Luna Princess","3","Elliott, Jane","3","Appleby, M","2","52","129","6.00","66773","9","CkPc","Equiano (FR)","Enford Princess","Filly",,
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","9","Crazy Spin","3","Sousa, Silvestre De","0","Furtado, Ivan","4","52","129","2.00","'0337412","23","CkPc","Epaulette (AUS)","Georges Gift","Filly","D",
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","10","Keep It Country Tv","3","Bradley, Paddy","3","Phelan, P M","12","51","128","11.00","5861369","17",,"Archipenko (USA)","Monda (USA)","Gelding","C",
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","11","Poetic Motion","3","Bennett, Charlie","0","Boyle, J R","5","51","128","11.00","'009410","21",,"Toronado (IRE)","Sonnetation (IRE)","Filly","D",
"2019-06-20","20:00:00","Lingfield","Racing Welfare Handicap","1m ","8","Class 6","Standard","3105","12","Left Handed","12","Islay Mist","3","Winston, Robert","0","Carter, Lee","7","51","128","28.00","1065777","16"," TT","Coach House (IRE)","Amary (IRE)","Filly",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","1","Ready And Able (IRE)","6","ONeill, John","3","ONeill, Jonjo","0","133","166","7.00","69111F4","34","CkPc","Flemensfirth (USA)","Gypsy Mo Chara (IRE)","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","2","Rolling Maul (IRE)","11","Bowen, Mr S P","0","Bowen, P","0","133","166","22.00","4111866","19","Blnk","Oscar (IRE)","Water Sports (IRE)","Gelding","C",
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","3","Van Gogh Du Granit (FR)","10","Noonan, Mr D G","0","Pipe, D E","0","132","165","4.00","320122","11","Blnk TT","Saddler Maker (IRE)","Etnou (FR)","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","4","Follow The Bear (IRE)","7","McGrath, Jeremiah","0","Henderson, N J","0","130","163","7.00","7F47F31","34",,"Kings Theatre (IRE)","Mrs Dempsey (IRE)","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","5","Three Ways","8","Hicks, Mr B","10","Snowden, Jamie","0","130","163","12.00","221F365","30"," TT","Flemensfirth (USA)","Serenique","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","6","Beneagles (IRE)","7","Cannon, Mr T J","0","King, A","0","130","163","6.00","354021F","283","Vsor","Milan","Liss Rua (IRE)","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","7","Solo Saxophone (IRE)","5","Skelton, Harry","0","Skelton, Daniel","0","127","160","5.00","6085113","34","Blnk TT","Frankel","Society Hostess (USA)","Gelding",,
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","8","Sizing At Midnight (IRE)","7","Cobden, Mr H","0","Tizzard, C L","0","122","155","3.00","'0P7P211","22",,"Midnight Legend","Issaquah (IRE)","Gelding","C",
"2019-06-20","20:10:00","Ffos Las","Velindre Charity Handicap Hurdle","3m ","24","Class 3","Good To Soft","6238","9","Left Handed","9","Marble Moon (IRE)","7","Wedge, Mr A","0","Williams, Evan","0","117","150","14.00","108471U","14",,"Millenary","Royal Marble (IRE)","Gelding","CD",
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","1","Tennessee Wildcat (IRE)","9","Bird, Sean","10","Lyons, G M","2","90","140","10.00","3100000","26",,"Kheleyf (USA)","Windbeneathmywings","Gelding","C",
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","2","Dawn Hoofer (IRE)","4","Crosse, S M","5","Nolan, Paul","6","88","138","8.00","1733307","29","Blnk","Dawn Approach (IRE)","Super Hoofer (IRE)","Filly","D",
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","3","Nimitz (IRE)","5","McDonogh, D P","0","OBrien, Charles","1","79","129","4.00","2212430","26",,"Casamento (IRE)","Siphon Melody (USA)","Gelding","D",
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","4","Rips Dream (IRE)","4","Coen, Ben M","5","Flynn, Patrick J","7","76","126","4.00","1216529","14","CkPc","Rip Van Winkle (IRE)","Billys Dream","Gelding",,
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","5","Dance Emperor (IRE)","4","Horgan, H J","10","Fahey, Peter","8","74","124","22.00","1000600","14",,"Holy Roman Emperor (IRE)","Dance Avenue (IRE)","Gelding","C",
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","6","Invasion Day (IRE)","3","Keane, C T","0","Lyons, G M","3","84","122","3.50","7448252","12","Blnk","Footstepsinthesand","Van De Cappelle (IRE)","Gelding",,
